restaurant_name,inspection_type,inspection_date,inspection_score,zip_code,street_address,inspection_month,inspection_year
TACOS Y MAS,Routine,05/23/2019,88,75219,4123 CEDAR SPRINGS RD 105,May 2019,FY2019
"BELMONT VILLAGE TURTLE CREEK TENANT, LLC",Routine,05/30/2019,94,75219,3535 N HALL ST,May 2019,FY2019
FRIDAS TACOLANDIA,Routine,06/06/2019,89,75224,1150 W KIEST BLVD #400A,Jun 2019,FY2019
15709 URBAN CHANGE FOR LIFE,Routine,06/05/2019,85,75216,4909 S LANCASTER RD,Jun 2019,FY2019
CRETIA'S,Routine,05/23/2019,83,75208,228 W DAVIS ST,May 2019,FY2019
WHOLE FOODS MARKET (SEAFOOD/MEAT),Routine,06/12/2019,97,75201,2510 MCKINNEY AVE,Jun 2019,FY2019
GEXA ENERGY PAVILION BLDG #R4,Routine,02/13/2017,98,75210,1818 FIRST AVE,Feb 2017,FY2017
GOURMALEO,Routine,06/12/2019,95,75224,2019 S EDGEFIELD AVE #120,Jun 2019,FY2019
THAI 2 GO,Routine,05/24/2019,70,75235,2222 MEDICAL DISTRICT DR,May 2019,FY2019
WHITE ROCK ELEMENTARY,Routine,05/10/2019,91,75238,9229 CHISWELL RD,May 2019,FY2019
CAFE EXPRESS,Routine,04/29/2019,83,75209,5600 W LOVERS LN #109,Apr 2019,FY2019
KFC,Routine,06/11/2019,92,75218,11333 GARLAND RD,Jun 2019,FY2019
LUCKY TEXAN 3,Routine,10/22/2019,90,75220,10110 HARRY HINES BLVD,Oct 2019,FY2020
MARISCOS 2000-BACK AREA,Routine,05/07/2019,92,75229,2460 WALNUT HILL LN,May 2019,FY2019
STARBUCKS @TOM THUMB,Routine,12/15/2017,100,75234,3757 FOREST LN,Dec 2017,FY2018
RICE KITCHEN,Routine,05/14/2019,83,75287,4727 FRANKFORD RD #405,May 2019,FY2019
LUIGUI PIZZA & PAZTA BAR,Routine,05/22/2019,75,75235,1636 W MOCKINGBIRD LN,May 2019,FY2019
RESTAURANT EY TIENDA ELMANA #2 PANADERIA,Routine,06/03/2019,80,75229,11055 DENNIS RD #24,Jun 2019,FY2019
"WILD, WILD WEST",Routine,03/26/2018,100,75202,509 ELM ST #100,Mar 2018,FY2018
WALGREENS #09126,Routine,01/31/2019,97,75211,2602 FORT WORTH AVE,Jan 2019,FY2019
CABRITOS LOS CAVAZOS RESTAURANT,Routine,05/30/2019,84,75211,10240 N WALTON WALKER,May 2019,FY2019
WINGSTOP,Routine,05/20/2019,82,75231,6760 ABRAMS RD #119,May 2019,FY2019
CRISPY CHICKEN & RICE,Routine,05/30/2019,93,75228,2409 GUS THOMASSON RD,May 2019,FY2019
EL MIGUELENO CAFE,Routine,05/11/2019,80,75220,10788 HARRY HINES BLVD B-11A,May 2019,FY2019
MCDONALDS,Routine,06/03/2019,80,75206,5403 ROSS AVE,Jun 2019,FY2019
L O DONALD SCH,Routine,05/14/2019,94,75211,1219 PHINNEY AVE,May 2019,FY2019
AAC #102,Routine,11/07/2018,94,75240,14040 MONTFORT DR,Nov 2018,FY2019
"HR&C DESIGN DISTRICT RESTAURANTS, LLC",Routine,04/26/2019,92,75207,1617 HI LINE DR #390,Apr 2019,FY2019
PUPUSERIA BELTRAN,Routine,05/23/2019,88,75253,1512 S BELTLINE RD #8,May 2019,FY2019
WINGSTOP,Routine,05/21/2019,89,75232,4767 VISTA WOOD #190,May 2019,FY2019
ANSON JONES SCHOOL,Routine,05/14/2019,97,75211,3901 MEREDITH ST,May 2019,FY2019
MCDONALDS,Routine,05/30/2019,97,75204,4151 N CENTRAL EXPW,May 2019,FY2019
BURGER KING,Routine,05/13/2019,95,75287,18511 MARSH LN,May 2019,FY2019
HOLIDAY INN EXPRESS,Routine,06/06/2019,80,75243,9089 VANTAGE POINT DR,Jun 2019,FY2019
AQUI ME QUEDO,Routine,05/31/2019,86,75217,7840 LAKE JUNE RD STE #B,May 2019,FY2019
SOUTH DALLAS GRILL,Routine,06/03/2019,80,75215,3308 ELSIE FAYE HEGGINS ST,Jun 2019,FY2019
GREAT OUTDOORS SUB SHOP,Routine,12/21/2017,98,75287,4043 TRINITY MILLS RD #109,Dec 2017,FY2018
DOUBLE TREE LOVE FIELD SPORTS PAGE GRILL,Routine,04/29/2019,78,75235,3300 W MOCKINGBIRD LN,Apr 2019,FY2019
LOCKHART SMOKE HOUSE,Routine,05/23/2019,85,75208,400 W DAVIS ST,May 2019,FY2019
MURPHY'S DELI,Routine,05/16/2019,81,75251,12770 MERIT DR #112,May 2019,FY2019
FAMILY DOLLAR #6957,Routine,04/03/2018,97,75220,10909 WEBB CHAPEL RD,Apr 2018,FY2018
SUBWAY,Routine,11/19/2016,100,75243,11260 N CENTRAL EXPW,Nov 2016,FY2017
FULL CITY ROOSTER,Routine,12/19/2018,100,75215,1810 S AKARD ST #100,Dec 2018,FY2019
BEST WESTERN PLUS HOTEL,Routine,12/17/2018,76,75251,8051 LBJ FRWY,Dec 2018,FY2019
EL POLLO REGIO,Follow-up,05/24/2019,91,75218,11322 GARLAND RD,May 2019,FY2019
HYATT HOUSE HOTEL,Routine,06/11/2019,93,75201,2914 HARRY HINES BLVD,Jun 2019,FY2019
LA LA LAND KIND CAFE,Routine,05/20/2019,82,75206,5626 BELL AVE,May 2019,FY2019
WINGSTOP,Routine,09/26/2018,100,75240,5501 LBJ FRWY #117,Sep 2018,FY2018
LA MICHOACANA GROCERY/PRODUCE,Routine,01/12/2017,97,75228,8707 E RL THORNTON FRWY,Jan 2017,FY2017
LA TIENDA CAMPINA,Routine,05/30/2019,80,75208,1408 W DAVIS ST #A,May 2019,FY2019
SOUTHWEST AIRLINES (WARMING KITCHEN),Routine,05/29/2019,88,75235,2195 RESEARCH ROW,May 2019,FY2019
MCDONALDS,Routine,05/31/2019,80,75246,3802 GASTON AVE,May 2019,FY2019
FA13736 CAFE ON THE GREEN KIOSK,Routine,08/04/2017,100,75218,8525 GARLAND RD,Aug 2017,FY2017
SHOP N GO #3,Routine,05/10/2017,98,75240,8220 SPRING VALLEY RD #103,May 2017,FY2017
WESTIN (EMPLOYEE KITCHEN),Routine,06/13/2019,90,75251,12720 MERIT DR,Jun 2019,FY2019
ROYAL THAI,Routine,05/17/2019,89,75206,5500 GREENVILLE AVE #608,May 2019,FY2019
NEW TOP,Routine,04/29/2019,82,75201,418 S ERVAY ST,Apr 2019,FY2019
PINKSTON HIGH SCHOOL,Routine,05/15/2019,89,75212,2200 DENNISON ST,May 2019,FY2019
EL EMPERADOR,Routine,09/26/2017,96,75220,10229 HARRY HINES BLVD,Sep 2017,FY2017
CRISPY CHICKEN & RICE,Routine,05/24/2019,87,75233,2420 W ILLINOIS AVE,May 2019,FY2019
RESTAURANTE EL VIAJERO,Follow-up,05/23/2019,61,75220,9516 WEBB CHAPEL RD,May 2019,FY2019
SABOR A LA MEXICANA,Routine,06/04/2019,80,75203,930 E EIGHTH ST BLDG #A,Jun 2019,FY2019
ROGER Q MILLS ELEMENTARY,Routine,05/21/2019,90,75216,1515 LYNN HAVEN AVE,May 2019,FY2019
KFC/ TACO BELL,Routine,05/15/2019,90,75243,8001 FOREST LN,May 2019,FY2019
VILLAGE COUNTRY CLUB,Routine,06/11/2019,89,75206,6130 GREENVILLE AVE #102,Jun 2019,FY2019
LA VICTORIA RESTAURANT,Routine,05/06/2019,83,75204,1605 N HASKELL AVE,May 2019,FY2019
LA MICHOACANA MEAT MKT/CARNICERIA,Follow-up,05/28/2019,88,75220,3380 LOMBARDY LN,May 2019,FY2019
OUR LADY OF PERPETUAL,Routine,05/20/2019,95,75235,7625 CORTLAND AVE,May 2019,FY2019
WILLIAMS FRIED CHICKEN,Routine,06/05/2019,89,75241,8502 S LANCASTER RD,Jun 2019,FY2019
MONTLAKE CUT,Routine,06/06/2019,91,75225,8220 WESTCHESTER DR #B,Jun 2019,FY2019
STARBUCKS,Routine,06/11/2019,99,75219,4780 MAPLE AVE,Jun 2019,FY2019
JIMMY JOHN'S #3480,Routine,06/04/2019,93,75209,3850 W NORTHWEST HWY #1150,Jun 2019,FY2019
SHINSEI SUSHI BAR,Routine,04/30/2019,90,75209,7713 INWOOD RD,Apr 2019,FY2019
PANDA EXPRESS #992,Routine,05/15/2019,100,75206,5500 GREENVILLE AVE 200,May 2019,FY2019
THE MARKET LOCAL COMFORT CAFE,Routine,06/06/2019,95,75240,13534 PRESTON RD,Jun 2019,FY2019
DEL NORTE BAKERY,Routine,05/21/2019,95,75217,7843 LAKE JUNE RD,May 2019,FY2019
CBRE CAFETERIA,Routine,06/13/2019,90,75201,2100 MCKINNEY AVE #700,Jun 2019,FY2019
THE LANDON AT LAKE HIGHLANDS - CPF SENIOR LIVING,Routine,05/29/2019,94,75238,8501 LULLWATER DR,May 2019,FY2019
D'ORIGINAL ITALIAN CAFE,Routine,05/21/2019,92,75201,1919 BRYAN ST #106,May 2019,FY2019
CEDAR SOCIAL,Routine,05/23/2019,89,75215,1326 S LAMAR ST,May 2019,FY2019
TRINITY DRIVE-IN GROCERY,Routine,05/20/2019,82,75227,5011 MILITARY PKWY #A,May 2019,FY2019
EBBY HALLIDAY SCHOOL CAFETERIA,Routine,03/27/2018,95,75217,10210 TEAGARDEN RD,Mar 2018,FY2018
HARBORCHASE OF THE PARK CITIES 1ST FLOOR AND MAIN KITCHEN,Routine,06/11/2019,92,75225,5917 SHERRY LN,Jun 2019,FY2019
BUY LOW II,Routine,05/29/2019,83,75231,8224 PARK LN #140,May 2019,FY2019
JACK IN THE BOX,Routine,05/22/2019,80,75228,3232 N BUCKNER BLVD,May 2019,FY2019
E-BAR TEX-MEX,Routine,06/06/2019,95,75204,1901 HASKELL AVE #100,Jun 2019,FY2019
NORTH DALLAS HIGH SCHOOL,Routine,05/15/2019,92,75204,3120 N HASKELL AVE,May 2019,FY2019
THE NOTRE DAME OF DALLAS,Routine,05/15/2019,92,75204,2018 ALLEN ST,May 2019,FY2019
HOME 2 SUITES,Routine,06/03/2019,93,75231,8180 MIDTOWN BLVD,Jun 2019,FY2019
TIKI LOCO,Routine,05/20/2019,95,75226,2639 ELM ST #100,May 2019,FY2019
CAMBRIA HOTEL & SUITES (PANTRY 2ND FL),Routine,02/07/2019,100,75201,1907 ELM ST,Feb 2019,FY2019
NEIGHBORHOOD GROCERY,Routine,06/14/2019,87,75215,3415 S MALCOLM X BLVD,Jun 2019,FY2019
TENET HEALTH CARE SYSTEMS,Routine,04/23/2019,94,75202,1445 ROSS AVE #1400,Apr 2019,FY2019
GOLDEN RULE CHARTER SCHOOL,Routine,10/24/2017,90,75233,2602 W ILLINOIS AVE,Oct 2017,FY2018
7-ELEVEN #35394,Routine,05/30/2019,85,75243,9501 FOREST LN #2,May 2019,FY2019
VALERO CORNER STORE # 2268,Routine,06/03/2019,77,75220,3434 WEBB CHAPEL EXT,Jun 2019,FY2019
JACK IN THE BOX #3739,Routine,04/22/2019,86,75247,7260 N STEMMONS FRWY,Apr 2019,FY2019
KOOLY'S BBQ,Routine,08/21/2018,70,75216,3627 BONNIE VIEW RD #F,Aug 2018,FY2018
EMBASSY SUITES PARK CENTRAL BREAKFAST KITCHEN,Routine,05/16/2019,90,75243,13131 N CENTRAL EXPW,May 2019,FY2019
KENNEDY-CURRY MIDDLE SCHOOL,Routine,05/28/2019,91,75241,6605 SEBRING DR,May 2019,FY2019
MARISCOS LA VIGA,Routine,05/13/2019,88,75252,17449 PRESTON RD,May 2019,FY2019
NICK & RYE,Routine,05/24/2019,83,75201,2523 MCKINNEY AVE #A,May 2019,FY2019
ENCHILADA'S,Routine,05/21/2019,80,75231,7050 GREENVILLE AVE,May 2019,FY2019
EL PAISANO,Routine,05/22/2019,89,75220,2911 LOMBARDY LN #101,May 2019,FY2019
KING BUFFET,Routine,05/24/2019,82,75220,10250 W TECHNOLOGY BLVD,May 2019,FY2019
WHATABURGER #543,Routine,05/20/2019,90,75237,3222 W CAMP WISDOM RD,May 2019,FY2019
HOWARD WANG CHINA GRILL,Routine,06/05/2019,82,75220,4343 W NORTHWEST HWY #345,Jun 2019,FY2019
CIRCLE GRILL,Routine,05/31/2019,77,75228,3701 N BUCKNER BLVD,May 2019,FY2019
7-ELEVEN #38412,Routine,05/28/2019,96,75237,2935 W CAMP WISDOM RD,May 2019,FY2019
WOO MEE OAK,Routine,11/27/2017,76,75243,10560 WALNUT ST #200,Nov 2017,FY2018
HARMONY SCH OF BUSINESS W SIDE CAFE,Routine,08/21/2018,100,75252,8080 PRESIDENT GEORGE BUSH TPKE,Aug 2018,FY2018
HUNGER BUSTER,Routine,02/12/2019,98,75212,3116 SYLVAN AVE,Feb 2019,FY2019
RITZ CARLTON HOTEL-INROOM DINNING,Routine,05/20/2019,93,75201,2121 MCKINNEY AVE #101,May 2019,FY2019
THE CAPITAL GRILLE,Routine,05/28/2019,84,75201,500 CRESCENT CT #135,May 2019,FY2019
CESAR CHAVEZ SCHOOL,Routine,05/09/2019,86,75204,1710 N CARROLL AVE,May 2019,FY2019
CAFE NOSTRA PIZZA,Routine,05/24/2019,90,75235,2115 BUTLER ST,May 2019,FY2019
NEW YORK EATS,Routine,06/11/2019,82,75240,13531 MONTFORT DR #109,Jun 2019,FY2019
SANCHEZ'S PANADERIA Y TAQUERIA,Routine,06/10/2019,92,75217,6131 LAKE JUNE PL,Jun 2019,FY2019
GATEWAY #30,Routine,05/30/2019,98,75210,3305 GRAND AVE,May 2019,FY2019
TEXAS CATERING,Routine,05/23/2019,70,75235,6211 OWENS ST #130,May 2019,FY2019
WOLFGANG PUCK-CATERING KITCHEN L2,Routine,04/24/2019,90,75202,400 S HOUSTON ST 3F,Apr 2019,FY2019
BISHOP LYNCH CAFETERIA,Routine,04/29/2019,87,75228,9750 FERGUSON RD,Apr 2019,FY2019
CIRCLE K EXPRESS,Follow-up,05/10/2019,84,75238,9616 AUDELIA RD,May 2019,FY2019
MESERO,Routine,06/13/2019,86,75254,5505 BELTLINE RD,Jun 2019,FY2019
THE DONUT SHOP,Routine,10/29/2018,90,75235,1820 W MOCKINGBIRD LN 14,Oct 2018,FY2019
HOLY TRINITY SCHOOL,Routine,05/21/2019,94,75219,3815 OAK LAWN AVE,May 2019,FY2019
FOODLAND MARKET,Routine,05/21/2019,96,75217,8411 LAKE JUNE RD,May 2019,FY2019
EASTRIDGE DQ,Routine,05/28/2019,96,75231,6445 EASTRIDGE DR,May 2019,FY2019
KFC,Routine,06/06/2019,98,75234,3633 FOREST LN,Jun 2019,FY2019
THOMAS TOLBERT SCHOOL,Routine,05/24/2019,94,75233,4000 BLUE RIDGE BLVD,May 2019,FY2019
PRESSBOX,Routine,04/11/2017,98,75201,2500 VICTORY AVE PBOX,Apr 2017,FY2017
ROCKFISH SEAFOOD GRILL #2,Routine,05/14/2019,89,75248,7639 CAMPBELL RD #800,May 2019,FY2019
MCDONALDS,Routine,05/31/2019,98,75231,5934 ABRAMS RD,May 2019,FY2019
CASA NAVARRO,Routine,06/04/2019,89,75229,11742 MARSH LN #A,Jun 2019,FY2019
DALLAS CAN ACADEMY,Routine,05/16/2019,92,75204,4621 ROSS AVE,May 2019,FY2019
COCO ANDRE CHOCOLATIER,Routine,01/04/2017,94,75208,508 W SEVENTH ST,Jan 2017,FY2017
EL TACASO #3,Routine,05/30/2019,82,75211,902 N WESTMORELAND RD FRONT,May 2019,FY2019
JOE'S PIZZA PASTA & SUBS,Routine,06/05/2019,82,75220,4343 W NORTHWEST HWY #347,Jun 2019,FY2019
THE NEW BRASS RAIL,Routine,05/15/2019,98,75236,3941 S COCKRELL HILL RD,May 2019,FY2019
TRULUCK'S SEAFOOD STEAK CRABHOUSE,Routine,05/28/2019,90,75201,2401 MCKINNEY AVE,May 2019,FY2019
LIPSCOMB ELEMENTARY,Routine,05/07/2019,89,75214,5801 WORTH ST,May 2019,FY2019
TACO DINER LAKE HIGHLANDS,Routine,05/23/2019,72,75231,7150 SKILLMAN ST #190,May 2019,FY2019
HIGHLAND PARK CAFETERIA,Routine,04/27/2019,81,75218,9540 GARLAND RD #300,Apr 2019,FY2019
OAKCLIFF TACO GARAGE,Routine,05/21/2019,97,75224,2518 S BECKLEY AVE #1,May 2019,FY2019
GOLDEN RULE SCHOOL,Routine,05/15/2019,96,75217,10747 BRUTON RD,May 2019,FY2019
ACCENT FOOD SERVICES,Routine,05/14/2018,100,75219,3090 OLIVE ST #400,May 2018,FY2018
MESERO RESTAURANTS,Routine,06/11/2019,81,75201,2375 VICTORY PARK LN #180,Jun 2019,FY2019
MIAKO TERIYAKI,Routine,05/21/2019,88,75211,2626 S WESTMORELAND RD #600,May 2019,FY2019
THE WINSTON SCHOOL,Routine,05/16/2019,92,75230,5707 ROYAL LN,May 2019,FY2019
SUPER MERCADO EL CERRITO/TAQUERIA,Follow-up,05/17/2019,94,75228,10880 FERGUSON RD,May 2019,FY2019
WOO MEE OAK,Routine,07/31/2018,83,75243,10560 WALNUT ST #200,Jul 2018,FY2018
STOP-N-SHOP FOOD MART,Routine,05/29/2019,83,75216,3195 GREAT TRINITY FOREST WAY #A-1,May 2019,FY2019
JESUIT PREP SCHOOL STADIUM CONCESS,Routine,03/25/2019,98,75234,12345 INWOOD RD,Mar 2019,FY2019
"GBC FOOD SERVICES, LLC (INSIDE KROGER)",Routine,02/27/2019,100,75206,5665 E MOCKINGBIRD LN,Feb 2019,FY2019
EL MOLCAJETAZO RESTAURANT,Routine,10/14/2016,82,75229,11055 DENNIS RD #20,Oct 2016,FY2017
ELLEN'S SOUTHERN KITCHEN,Routine,04/29/2019,84,75202,1701 N MARKET ST #130,Apr 2019,FY2019
LEGACY FUEL STOP,Routine,05/21/2019,65,75229,2350 WALNUT HILL LN,May 2019,FY2019
BURGER KING,Routine,06/04/2019,95,75234,3629 FOREST LN,Jun 2019,FY2019
RAY'S KITCHEN,Routine,06/06/2019,88,75240,6600 LBJ FRWY #120,Jun 2019,FY2019
FAMILY GAT EWAY HOMELESS SHELTER,Routine,04/23/2019,93,75201,711 S ST PAUL ST,Apr 2019,FY2019
IL CANE ROSSO,Routine,05/16/2019,82,75214,7328 GASTON AVE,May 2019,FY2019
PRESS BOX GRILL,Routine,04/23/2019,81,75201,1623 MAIN ST #101,Apr 2019,FY2019
LONG JOHN SILVER'S,Routine,05/16/2019,97,75217,2065 S BUCKNER BLVD,May 2019,FY2019
EL POLLOW COSTENO,Routine,06/03/2019,86,75229,10825 DENNIS RD #103,Jun 2019,FY2019
JASON'S DELI,Routine,06/11/2019,96,75231,9100 N CENTRAL EXPW #139,Jun 2019,FY2019
EL MOLCAJETAZO RESTAURANT,Routine,06/28/2018,80,75229,11055 DENNIS RD #20,Jun 2018,FY2018
MUSUME RESTAURANT,Routine,05/22/2019,87,75201,2330 FLORA ST #170,May 2019,FY2019
WINGSTOP,Routine,05/15/2019,98,75219,4411 LEMMON AVE #100,May 2019,FY2019
HIGHLAND PARK I.S.D. (CAFETERIA),Routine,05/13/2019,92,75225,8385 DURHAM ST,May 2019,FY2019
OLIVE GARDEN,Routine,05/23/2019,80,75220,10280 E TECHNOLOGY BLVD,May 2019,FY2019
STEAM MIDDLE,Routine,05/24/2019,95,75232,9339 S POLK ST,May 2019,FY2019
POTBELLY SANDWICH WORKS,Routine,06/12/2019,94,75209,5715 LEMMON AVE,Jun 2019,FY2019
JULIUS DORSEY ELEMENTARY,Routine,11/02/2017,98,75217,133 N ST AUGUSTINE RD,Nov 2017,FY2018
TEXACO 24/7,Routine,05/23/2019,96,75232,8008 S POLK ST,May 2019,FY2019
EL MOLCAJETAZO RESTAURANT,Routine,12/04/2017,87,75229,11055 DENNIS RD #20,Dec 2017,FY2018
DICKEY'S BARBECUE PIT #146,Routine,06/12/2019,92,75219,2525 WYCLIFF AVE #130,Jun 2019,FY2019
F D ROOSEVELT HIGH SCHOOL,Routine,05/24/2019,98,75203,525 BONNIE VIEW RD,May 2019,FY2019
ST PHILIP CATHOLIC,Routine,05/06/2019,96,75227,8131 MILITARY PKWY,May 2019,FY2019
WOLFGANG PUCK CATERING-PASTRY KITCHEN 3RD FLR,Routine,04/24/2019,99,75202,400 S HOUSTON ST 3F,Apr 2019,FY2019
COLORADO STOP,Routine,11/07/2019,93,75203,837 N LANCASTER AVE,Nov 2019,FY2020
HENDERSON TAP HOUSE,Follow-up,10/09/2019,63,75206,2323 N HENDERSON AVE STE #102,Oct 2019,FY2020
7-ELEVEN #18717,Routine,10/21/2019,80,75224,2223 S BECKLEY AVE,Oct 2019,FY2020
COLUMBIA HOSPITAL AT MEDICAL CITY - PHYSICIAN LOUNGE,Routine,10/11/2019,99,75211,7777 FOREST LN,Oct 2019,FY2020
PRODUCTION KITCHEN,Routine,11/13/2019,97,75236,6915 CEDAR RIDGE DR,Nov 2019,FY2020
GO 4IT SPORTS GRILL,Routine,11/13/2019,83,75238,10677 E NORTHWEST HWY #400,Nov 2019,FY2020
EGG ROLL YEH'S,Routine,10/24/2019,85,75238,10518 E NORTHWEST HWY,Oct 2019,FY2020
UNCLE WOK,Routine,11/04/2019,80,75243,8420 ABRAMS RD #206,Nov 2019,FY2020
VENTANA BY BUCKNER (LEVEL 5),Routine,10/30/2019,94,75225,8301 N CENTRAL EXPW,Oct 2019,FY2020
KATY TRAIL ICE HOUSE,Routine,10/24/2019,91,75201,3127 ROUTH ST,Oct 2019,FY2020
SALSA LIMON,Routine,10/21/2019,83,75201,411 N AKARD ST,Oct 2019,FY2020
WOLFGANG PUCK - GROCERIES,Routine,10/23/2019,95,75201,1900 N AKARD ST 1719,Oct 2019,FY2020
TORTILLERIA TUZANTLA,Routine,10/21/2019,80,75224,2614 S BECKLEY AVE,Oct 2019,FY2020
CHICKEN HOUSE PLUS,Routine,10/18/2019,89,75246,909 N FITZHUGH AVE,Oct 2019,FY2020
DELI,Routine,10/28/2019,90,75204,4241 CAPITOL AVE,Oct 2019,FY2020
SHELL SHACK,Follow-up,10/09/2019,80,75206,2326 N HENDERSON AVE,Oct 2019,FY2020
MY BEER STORE 2,Routine,11/04/2019,93,75287,18900 N DALLAS PKWY #100,Nov 2019,FY2020
THE QUIXOTIC WORLD,Routine,03/10/2017,95,75226,2824 MAIN ST,Mar 2017,FY2017
HENDERSON TAP HOUSE,Follow-up,10/18/2019,80,75206,2323 N HENDERSON AVE STE #102,Oct 2019,FY2020
JASON'S DELI,Routine,10/09/2019,97,75220,10220 TECHNOLOGY BLVD,Oct 2019,FY2020
PALAPAS SEAFOOD BAR,Routine,10/16/2019,80,75206,1418 GREENVILLE AVE,Oct 2019,FY2020
RED CURRY THAI CUISINE,Routine,11/05/2019,93,75287,3628 FRANKFORD RD #255,Nov 2019,FY2020
"SAVORY CATERING, LP",Routine,11/27/2017,91,75235,5855 MAPLE AVE #190,Nov 2017,FY2018
EL TACASO,Routine,10/23/2019,95,75220,10025 HARRY HINES BLVD,Oct 2019,FY2020
PANDA EXPRESS #629,Routine,10/22/2019,97,75287,17602 MIDWAY RD,Oct 2019,FY2020
CEVICHE LOCO,Routine,10/16/2019,84,75217,7861 LAKE JUNE RD,Oct 2019,FY2020
WOLFGANG PUCK CATERING-BUTCHER ROOM,Routine,11/08/2019,96,75202,400 S HOUSTON ST 3F,Nov 2019,FY2020
MARRIOTT/ ROOM SERVICE KITCHEN,Routine,06/27/2019,100,75201,650 N PEARL EXPW,Jun 2019,FY2019
LA JAVITA RESTAURANT,Routine,11/04/2019,82,75235,6839 HARRY HINES BLVD,Nov 2019,FY2020
7-ELEVEN #34120,Routine,10/17/2019,89,75208,1295 W COMMERCE ST,Oct 2019,FY2020
LOVERS PIZZA & PASTA,Routine,11/04/2019,88,75209,5605 W LOVERS LN,Nov 2019,FY2020
FITOS 4,Routine,10/27/2019,78,75220,10508 HARRY HINES BLVD,Oct 2019,FY2020
ONE MAIN PLACE EMPLOYEE DINING - LEVEL B1,Routine,03/22/2019,98,75201,1201 MAIN ST,Mar 2019,FY2019
CHINA KITCHEN,Routine,11/04/2019,86,75231,6878 SHADY BROOK LN,Nov 2019,FY2020
TACO BUENO #3026,Routine,11/05/2019,81,75230,7940 FOREST LN,Nov 2019,FY2020
DICKEY'S BARBECUE,Routine,10/30/2019,92,75235,8008 HERB KELLER WAY C2190,Oct 2019,FY2020
DALLAS CAN ACADEMY CHARTER SCHOOL,Routine,11/14/2019,95,75208,325 W TWELFTH ST,Nov 2019,FY2020
DIBS (FL #2),Routine,10/15/2019,94,75219,2401 VICTORY PARK LN #190,Oct 2019,FY2020
SUPER MERCADO 5 ESTRELLAS,Routine,11/11/2019,89,75220,9648 OVERLAKE DR,Nov 2019,FY2020
DAN SUNG SA,Routine,10/28/2019,81,75229,11407 EMERALD ST #121,Oct 2019,FY2020
CVS PHARMACY,Routine,10/31/2016,99,75202,1411 MAIN ST,Oct 2016,FY2017
CENTERPLATE BBQ #11 - KIOSK,Routine,04/23/2018,100,75202,650 S GRIFFIN ST,Apr 2018,FY2018
PUPUSERIA Y TAQUERIA LA UNICA #3,Routine,06/27/2018,100,75217,1731 S BUCKNER #100A,Jun 2018,FY2018
LA AZTECA MEAT MARKET,Routine,10/27/2019,88,75234,3046 FOREST LN B,Oct 2019,FY2020
TERIYAKI HOUSE,Routine,11/04/2019,94,75232,4344 S HAMPTON RD #150,Nov 2019,FY2020
BISHOP DUNNE HIGH NORTH,Routine,10/22/2019,85,75224,3900 RUGGED DR,Oct 2019,FY2020
EATZI'S MARKET CHEF CAFE,Routine,06/19/2019,95,75219,3403 OAK LAWN AVE,Jun 2019,FY2019
WEST END NEWS,Routine,06/28/2017,100,75235,8008 CEDAR SPRINGS RD #1124,Jun 2017,FY2017
BRAKE & CLUTCH WAREHOUSE (KITCHEN),Routine,02/01/2019,100,75226,3601 MAIN #110,Feb 2019,FY2019
MOMO'S,Routine,10/17/2019,91,75243,8989 FOREST LN #130,Oct 2019,FY2020
LA MICHOACANA MEAT MARKET GROCERY,Routine,10/29/2018,95,75240,8702 SPRING VALLEY RD #C,Oct 2018,FY2019
GORDITAS,Routine,10/23/2019,94,75220,10065 HARRY HINES BLVD,Oct 2019,FY2020
LA CALLE DOCE BAR & COURTYARD,Routine,08/14/2017,98,75208,415 W TWELTH ST,Aug 2017,FY2017
FUZZY'S TACO SHOP,Routine,10/16/2019,81,75231,10910 N CENTRAL EXPW #800,Oct 2019,FY2020
LA MICHOACANA/TAQUERIA,Routine,10/08/2019,88,75240,8702 SPRING VALLEY RD #C,Oct 2019,FY2020
JERSEY JOE'S DELI,Routine,10/28/2019,92,75240,15340 DALLAS PKWY,Oct 2019,FY2020
WINGSTOP,Routine,10/31/2019,93,75220,3400 LOMBARDY LN #107,Oct 2019,FY2020
UTOPIA FOOD & FITNESS,Routine,10/18/2018,100,75230-6114,11909 PRESTTON RD STE 1486,Oct 2018,FY2019
DAILY STOP - SUITE #A,Routine,08/27/2019,86,75216,3621 SUNNYVALE ST,Aug 2019,FY2019
MCDONALD'S,Routine,10/23/2019,88,75216,1415 E ILLINOIS AVE,Oct 2019,FY2020
SHOP N GO #3,Routine,11/11/2019,89,75240,8220 SPRING VALLEY RD #103,Nov 2019,FY2020
IRON CACTUS MEXICAN GRILL/MARGARITA BAR 2ND FLR,Routine,03/14/2018,97,75201,1520 MAIN ST 2ND F,Mar 2018,FY2018
WEST END HOTEL EMPLOYEE CAFETERIA,Routine,02/22/2017,100,75202,1015 ELM ST,Feb 2017,FY2017
TAQUERIO CARACOLES,Routine,11/12/2019,92,75238,11411 E NORTHWEST HWY STE #230,Nov 2019,FY2020
GAS MONKEY GRILL,Routine,10/03/2019,82,75220,10261 E TECHNOLOGY BLVD,Oct 2019,FY2020
FIESTA MART #32 TAQUERIA,Routine,07/09/2018,94,75220,9727 WEBB CHAPEL RD,Jul 2018,FY2018
